component,priority,severity,isDependent,numberOfDepends,doesBlock,numberOfBlocked,reporterIsAssignee,hasCC,numberOfCC,hasAttachment,numberOfAttachment,titleReadability,descReadability,positiveCount,negativeCount,neutralCount,classlabel
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,10.182373,13.515658,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,18.802579,10.52062,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,5.634653,16.570218,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,10.412197,12.244631,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,14.556683,43.478084,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,14.469173,15.281936,0,1,0,1
Core,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,2,TRUE,1,20.982083,36.083488,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,12.300373,15.208326,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,41.016668,40.294926,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,9.199773,8.922346,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,16.973268,12.093065,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,14.116523,10.933309,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,26.368325,28.084928,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,21.009519,16.830714,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.218083,13.859129,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,23.284868,41.801013,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,6,FALSE,0,9.21944,21.716841,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,32.53934,140.102292,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,10.41744,91.823217,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,8.911059,88.74583,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,7.074373,8.751964,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,11.250773,9.490902,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,4,TRUE,4,15.216846,11.057478,0,0,1,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,11.063631,19.452289,1,0,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,6,FALSE,0,14.903149,26.237019,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,TRUE,1,19.005468,18.204899,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,23.610773,138.475658,1,0,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,7.607598,61.41834,0,1,0,1
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,14.219896,17.641564,0,0,1,1
Core,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,3,TRUE,2,26.307283,64.503996,0,1,0,1
Core,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,4,FALSE,0,30.067561,21.174381,0,1,0,1
Core,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,4,FALSE,0,18.45146,22.242325,0,0,1,1
Core,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,17.904083,23.085415,0,1,0,1
Text,P2,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,2,13.098846,29.17276,0,0,1,1
Text,P3,major,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,3.401534,3.15032,0,1,0,1
Text,P3,major,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.479149,93.103656,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,2,13.612683,11.941822,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,TRUE,1,5.906487,13.762145,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,17.785252,151.595703,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,14.197983,18.905994,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,10.951137,-2.89218,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.601054,13.282956,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,12.222773,17.389047,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,7,TRUE,1,15.816733,11.252984,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,13.013233,20.281308,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.300377,14.508619,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,34.972883,70.353884,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,9.516202,11.744833,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,6,TRUE,3,10.581773,14.597366,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,19.535468,11.931101,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,15.219149,9.586762,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,5.28422,81.226215,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,16.658768,10.685127,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,17.806283,8.354144,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,10.224955,68.845782,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,16.34563,5.670925,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,20.029227,9.996707,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,TRUE,2,10.77244,10.92823,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,22.097753,18.297877,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,15.448483,18.247616,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,16.556316,11.244501,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,72.060268,63.970587,1,0,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.635626,10.105091,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,6,TRUE,2,14.664237,18.800444,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,65.936268,63.163132,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,17.333054,20.37153,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,33.244733,98.26142,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,2,2.186911,11.395291,1,0,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,11.925173,14.452555,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.700233,11.874263,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,4,TRUE,2,7.16622,10.5938,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,11.606373,-2.89218,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,13.049883,71.356206,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,9.897973,14.422917,0,1,0,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,4,FALSE,0,22.227893,20.497448,1,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,53.755182,66.649961,0,0,1,1
Text,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,7,FALSE,0,10.796973,17.160468,0,1,0,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,2,TRUE,1,9.61702,23.210103,0,0,1,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,9.262573,21.511827,1,0,0,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,15.996218,18.149105,0,0,1,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,13.848683,32.763791,0,0,1,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,8.30982,15.907715,0,1,0,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,11.337197,11.415538,0,0,1,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,24.989466,14.524602,0,0,1,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,8.140773,13.157437,0,1,0,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,2.56382,9.954848,0,0,1,1
Text,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,9.970573,11.571396,0,0,1,1
Text,P3,trivial,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,21.030483,30.917352,0,1,0,1
Text,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,10.01041,7.32125,1,0,0,1
Text,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,35.508773,11.1779,0,0,1,1
Text,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,7.325512,16.547685,0,0,1,1
Text,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,13.156197,15.794483,0,0,1,1
Text,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,26.903579,15.606024,0,0,1,1
Text,P3,enhancement,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,14.381107,26.853784,0,1,0,1
Text,P4,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,10.41744,91.943248,0,1,0,1
Debug,P3,critical,FALSE,0,FALSE,0,FALSE,TRUE,7,TRUE,3,4.563456,36.907061,0,0,1,1
Debug,P3,major,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,10.463173,100.432601,0,0,1,1
Debug,P3,major,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,10.788273,18.86161,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,15.786483,14.950324,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,TRUE,1,10.422996,11.634881,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,10.187662,24.388544,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,1,TRUE,1,13.171773,15.082483,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,12.026119,48.808114,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,8.810773,13.829558,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,18.705173,38.304054,0,1,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,7.666202,14.988993,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,2.69422,16.263377,0,0,1,1
Debug,P3,normal,FALSE,0,TRUE,3,TRUE,TRUE,5,TRUE,1,6.164153,15.024956,0,1,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,20.183283,15.81493,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,13.573573,20.895951,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,TRUE,2,14.461059,12.683638,0,1,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,4,TRUE,1,18.362301,11.323638,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,5,FALSE,0,17.08386,20.090419,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,18.268268,47.18942,1,0,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,9.581319,12.632483,0,0,1,1
Debug,P3,normal,TRUE,1,FALSE,0,TRUE,TRUE,3,FALSE,0,27.941949,80.121903,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,14.193059,46.379207,0,0,1,1
Debug,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,1,FALSE,0,29.201983,145.062342,0,0,1,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,57.172773,19.57012,0,1,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,TRUE,2,8.640023,14.552244,1,0,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,4.00682,13.11875,0,1,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,20.496373,48.071424,0,1,0,1
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,5.984897,13.812,0,0,1,1
Debug,P3,minor,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,1,12.971107,10.528593,0,1,0,1
Debug,P3,trivial,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,5.691153,11.024637,0,1,0,1
Debug,P3,enhancement,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,13.429273,35.713517,0,0,1,1
Debug,P3,enhancement,TRUE,1,FALSE,0,FALSE,TRUE,4,FALSE,0,5.251534,10.128144,0,0,1,1
Doc,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,10.935173,8.821472,0,1,0,1
Doc,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,12.222773,5.108929,0,0,1,1
Doc,P3,enhancement,FALSE,0,FALSE,0,TRUE,FALSE,0,FALSE,0,1.59757,22.229409,0,0,1,1
APT,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,2,FALSE,0,16.027468,17.830647,0,0,1,1
Core,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,2,FALSE,0,21.715483,21.651638,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,9,TRUE,3,24.227076,20.935525,0,1,0,2
Core,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,2,FALSE,0,11.33163,7.817754,0,1,0,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,14.319775,18.836242,0,1,0,2
Core,P3,blocker,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,20.359468,18.682362,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,1,FALSE,0,18.54334,117.815652,1,0,0,2
UI,P3,normal,TRUE,1,TRUE,1,TRUE,TRUE,3,FALSE,0,23.392718,21.758273,0,0,1,2
Core,P3,normal,FALSE,0,FALSE,0,TRUE,FALSE,0,FALSE,0,37.522718,145.390398,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,21.586894,25.130198,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,14.381107,16.312513,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,3,FALSE,0,13.861483,-2.89218,0,1,0,2
UI,P3,normal,TRUE,1,TRUE,1,TRUE,TRUE,3,FALSE,0,12.496038,0.540106,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,4,TRUE,1,5.21162,11.16346,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,TRUE,2,17.730483,22.370827,0,1,0,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,5.80132,18.479849,0,1,0,2
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,20.557468,13.959177,0,1,0,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,TRUE,1,23.166061,10.736229,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,1,FALSE,0,19.535468,115.198726,1,0,0,2
UI,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,3,FALSE,0,20.419149,16.60118,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,FALSE,0,FALSE,0,33.883683,71.850148,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,4.62462,22.847579,0,1,0,2
Core,P3,normal,FALSE,0,TRUE,2,FALSE,TRUE,2,FALSE,0,13.053016,6.755818,0,1,0,2
UI,P3,normal,TRUE,5,TRUE,3,FALSE,TRUE,5,TRUE,2,18.01626,10.868107,0,0,1,2
UI,P3,normal,TRUE,1,FALSE,0,FALSE,TRUE,1,FALSE,0,11.640773,24.853569,0,0,1,2
UI,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,4,TRUE,1,0.628153,24.791505,0,0,1,2
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,3,FALSE,0,14.42144,65.438902,0,0,1,2
Core,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,2,TRUE,1,19.611668,26.388281,0,1,0,2
UI,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,7,TRUE,1,19.077286,10.069741,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,17.696634,68.108859,0,1,0,2
Core,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,1,FALSE,0,28.864107,24.996994,0,0,1,2
UI,P3,normal,TRUE,1,FALSE,0,TRUE,TRUE,2,FALSE,0,21.503683,10.710704,0,1,0,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,5,FALSE,0,24.430483,243.7986,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,8,TRUE,4,22.011769,23.614121,0,1,0,2
Core,P3,normal,FALSE,0,TRUE,2,TRUE,TRUE,4,FALSE,0,17.160868,20.394653,0,0,1,2
UI,P3,normal,TRUE,1,FALSE,0,FALSE,TRUE,1,TRUE,1,11.593868,10.421598,0,1,0,2
Core,P3,normal,TRUE,1,TRUE,2,TRUE,TRUE,4,TRUE,3,16.658768,12.136655,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,2,FALSE,0,13.194216,25.053394,0,0,1,2
UI,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,4,FALSE,0,28.93706,18.80639,0,1,0,2
Core,P3,normal,FALSE,0,TRUE,1,FALSE,FALSE,0,TRUE,1,23.412894,18.544966,0,1,0,2
Core,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,3,FALSE,0,10.351488,16.636174,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,1,FALSE,0,21.478149,9.423924,0,1,0,2
UI,P3,normal,TRUE,1,FALSE,0,FALSE,TRUE,2,FALSE,0,15.252934,15.268359,0,0,1,2
Debug,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,2,FALSE,0,21.405683,10.83294,0,1,0,2
UI,P3,normal,FALSE,0,FALSE,0,TRUE,FALSE,0,FALSE,0,12.702023,14.45865,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,FALSE,0,FALSE,0,16.866134,9.382707,0,1,0,2
Core,P3,major,TRUE,1,TRUE,1,FALSE,TRUE,8,FALSE,0,8.549273,26.144783,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,6,FALSE,0,16.368927,15.71061,0,1,0,2
Core,P3,normal,TRUE,2,TRUE,4,FALSE,FALSE,0,FALSE,0,12.783483,12.591223,0,0,1,2
Text,P3,normal,FALSE,0,TRUE,2,TRUE,TRUE,4,TRUE,1,5.75032,21.350436,0,1,0,2
Core,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,1,FALSE,0,20.670668,13.95174,0,0,1,2
UI,P3,normal,TRUE,3,FALSE,0,TRUE,FALSE,0,FALSE,0,27.689218,14.287098,0,0,1,2
UI,P3,normal,TRUE,1,FALSE,0,TRUE,TRUE,1,FALSE,0,12.239649,0.540106,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,2,FALSE,0,9.340273,0.842677,0,0,1,2
UI,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,2,TRUE,1,12.124107,13.03253,0,0,1,2
Core,P3,critical,FALSE,0,FALSE,0,FALSE,TRUE,2,FALSE,0,5.65942,44.971685,0,1,0,2
Core,P3,normal,TRUE,2,TRUE,3,FALSE,TRUE,7,TRUE,2,2.42207,64.222773,0,0,1,2
Core,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,14.694488,7.633864,0,0,1,2
Text,P3,normal,FALSE,0,FALSE,0,TRUE,TRUE,2,FALSE,0,16.437775,30.480491,0,0,1,2
Text,P3,normal,TRUE,1,FALSE,0,FALSE,TRUE,4,TRUE,6,18.171028,27.099003,0,0,1,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,TRUE,1,FALSE,0,12.892944,29.546463,0,1,0,2
Core,P3,normal,FALSE,0,TRUE,1,TRUE,FALSE,0,FALSE,0,18.480068,64.398054,1,0,0,2
UI,P3,major,TRUE,1,FALSE,0,FALSE,TRUE,1,FALSE,0,0.56782,51.47215,0,1,0,2
Core,P3,normal,FALSE,0,TRUE,1,FALSE,TRUE,2,TRUE,1,12.260705,12.058877,0,0,1,2
Debug,P3,normal,FALSE,0,FALSE,0,FALSE,TRUE,1,FALSE,0,12.677973,23.972111,0,1,0,2
